ID,x0,y0,Label,Num channels,Feat0,Feat1,Feat2
1643,944,66,None,3,98,159,67
1644,946,989,None,3,106,176,85
1645,948,229,None,3,85,143,100
1646,948,341,None,3,25,123,167
1647,948,1311,None,3,88,142,168
1648,949,376,None,3,109,170,62
1649,949,801,None,3,85,97,88
1650,949,1360,None,3,83,166,179
1651,950,469,None,3,99,41,142
1652,950,1347,None,3,89,150,129
1653,951,1037,None,3,109,178,68
1654,951,1337,None,3,91,150,187
1655,952,1299,None,3,89,148,153
1656,952,1308,None,3,93,129,112
1657,953,1221,None,3,103,176,96
1658,953,1326,None,3,91,149,78
1659,954,609,None,3,102,156,73
1660,954,1356,None,3,87,175,154
1661,955,227,None,3,83,123,151
1662,955,1182,None,3,90,131,42
1663,955,1274,None,3,94,151,106
1664,957,808,None,3,98,157,79
1665,957,1318,None,3,93,152,134
1666,959,1265,None,3,99,100,183
1667,960,984,None,3,109,181,90
1668,960,997,None,3,110,194,98
1669,960,1216,None,3,105,183,123
1670,962,280,None,3,93,150,98
1671,962,1313,None,3,101,165,107
1672,962,1347,None,3,92,141,128
1673,964,17,None,3,114,94,120
1674,964,1337,None,3,78,158,98
1675,965,1242,None,3,99,174,100
1676,968,799,None,3,103,168,73
1677,969,66,None,3,92,152,101
1678,969,784,None,3,109,189,106
1679,970,373,None,3,102,183,120
1680,970,393,None,3,107,177,74
1681,970,710,None,3,111,174,66
1682,970,755,None,3,102,169,85
1683,970,1044,None,3,105,182,112
1684,970,1310,None,3,100,176,190
1685,971,775,None,3,105,170,71
1686,971,1165,None,3,105,159,53
1687,971,1209,None,3,109,196,128
1688,972,43,None,3,84,151,100
1689,972,693,None,3,106,183,123
1690,972,1324,None,3,113,59,138
1691,973,470,None,3,101,170,78
1692,975,305,None,3,104,183,118
1693,975,995,None,3,104,195,141
1694,975,1262,None,3,105,180,106
1695,976,8,None,3,83,128,118
1696,976,646,None,3,99,162,116
1697,976,737,None,3,111,170,77
1698,977,335,None,3,103,166,78
1699,977,623,None,3,109,175,68
1700,977,716,None,3,108,184,92
1701,977,1315,None,3,173,93,217
1702,978,379,None,3,96,156,69
1703,978,749,None,3,110,176,82
1704,979,44,None,3,100,156,76
1705,979,1015,None,3,108,166,54
1706,980,14,None,3,99,109,98
1707,980,57,None,3,96,148,79
1708,980,63,None,3,69,127,150
1709,980,131,None,3,80,164,71
1710,980,219,None,3,100,103,135
1711,980,1254,None,3,108,156,83
1712,981,1089,None,3,107,161,49
1713,983,1244,None,3,105,178,94
1714,984,1055,None,3,80,135,78
1715,984,1154,None,3,111,184,67
1716,985,733,None,3,108,159,72
1717,985,1032,None,3,107,176,76
1718,986,286,None,3,70,41,160
1719,986,1000,None,3,112,182,72
1720,986,1049,None,3,107,180,87
1721,986,1219,None,3,100,154,77
1722,988,669,None,3,96,152,109
1723,989,376,None,3,92,154,132
1724,989,1315,None,3,100,151,190
1725,990,302,None,3,109,176,86
1726,990,1325,None,3,95,146,133
1727,991,1334,None,3,20,60,157
1728,992,15,None,3,107,179,103
1729,992,97,None,3,75,167,192
1730,992,859,None,3,102,83,157
1731,992,1341,None,3,87,169,191
1732,993,1272,None,3,105,166,77
1733,993,1310,None,3,95,51,221
1734,994,732,None,3,85,99,124
1735,994,760,None,3,112,182,77
1736,996,103,None,3,84,122,79
1737,996,1156,None,3,97,159,93
1738,997,393,None,3,108,172,74
1739,997,1954,None,3,170,147,241
1740,998,62,None,3,87,129,89
1741,998,1350,None,3,15,17,255
1742,999,41,None,3,103,161,71
1743,999,251,None,3,93,133,75
1744,1001,75,None,3,98,162,96
1745,1001,756,None,3,97,168,105
1746,1002,1223,None,3,107,182,100
1747,1003,1358,None,3,88,131,124
1748,1003,2046,None,3,106,187,97
1749,1004,221,None,3,111,182,60
1750,1004,368,None,3,109,75,130
1751,1005,993,None,3,112,191,77
1752,1006,22,None,3,93,140,85
1753,1006,766,None,3,108,179,79
1754,1006,1020,None,3,108,183,68
1755,1007,110,None,3,101,156,72
1756,1007,1301,None,3,86,112,119
1757,1008,747,None,3,99,164,103
1758,1008,1308,None,3,89,134,127
1759,1008,1364,None,3,94,150,81
1760,1009,972,None,3,111,186,67
1761,1010,59,None,3,94,89,87
1762,1010,1175,None,3,95,144,63
1763,1010,1325,None,3,100,177,111
1764,1011,1312,None,3,93,145,97
1765,1012,69,None,3,107,187,77
1766,1012,1229,None,3,103,183,106
1767,1012,1289,None,3,79,165,161
1768,1012,1297,None,3,86,101,154
1769,1013,439,None,3,92,169,105
1770,1014,589,None,3,104,173,63
1771,1014,1092,None,3,111,177,65
1772,1014,1255,None,3,89,120,90
1773,1014,1264,None,3,91,95,143
1774,1016,1358,None,3,87,90,107
1775,1018,394,None,3,91,141,69
1776,1018,671,None,3,107,66,171
1777,1018,1225,None,3,109,191,119
1778,1018,1334,None,3,88,154,105
1779,1018,2038,None,3,100,136,117
1780,1019,752,None,3,97,171,171
1781,1019,1246,None,3,109,163,88
1782,1020,424,None,3,88,149,55
1783,1020,1257,None,3,75,107,182
1784,1020,1321,None,3,94,165,131
1785,1021,412,None,3,89,145,63
1786,1021,744,None,3,106,182,95
1787,1022,17,None,3,105,173,83
1788,1022,633,None,3,105,182,87
1789,1022,1238,None,3,99,59,173
1790,1023,1348,None,3,96,164,95
1791,1023,1361,None,3,92,138,182
1792,1023,1368,None,3,53,66,216
1793,1024,677,None,3,89,112,169
1794,1024,1236,None,3,70,57,150
1795,1024,1330,None,3,85,150,104
1796,1026,251,None,3,83,51,150
1797,1026,2014,None,3,81,77,189
1798,1027,1151,None,3,113,183,63
1799,1027,1292,None,3,98,139,127
1800,1028,42,None,3,102,164,64
1801,1028,67,None,3,102,127,133
1802,1028,356,None,3,102,168,82
1803,1028,1072,None,3,100,159,81
1804,1028,1304,None,3,0,0,255
1805,1028,1327,None,3,79,141,97
1806,1029,22,None,3,87,154,116
1807,1029,1332,None,3,96,148,77
1808,1030,731,None,3,108,172,82
1809,1031,495,None,3,91,63,137
1810,1032,526,None,3,107,186,112
1811,1032,1262,None,3,101,160,69
1812,1033,1294,None,3,98,121,128
1813,1034,123,None,3,81,122,108
1814,1034,358,None,3,107,173,83
1815,1034,1006,None,3,108,169,63
1816,1034,1119,None,3,80,145,61
1817,1035,298,None,3,110,177,94
1818,1035,681,None,3,105,154,91
1819,1035,1336,None,3,93,164,114
1820,1036,310,None,3,107,179,105
1821,1036,2046,None,3,112,168,65
1822,1037,700,None,3,112,162,91
1823,1037,713,None,3,85,105,151
1824,1037,1323,None,3,94,160,140
1825,1038,20,None,3,95,178,233
1826,1038,584,None,3,108,174,57
1827,1038,663,None,3,108,183,65
1828,1038,1369,None,3,82,137,95
1829,1039,5,None,3,84,83,147
1830,1041,715,None,3,112,95,91
1831,1042,61,None,3,92,145,48
1832,1042,470,None,3,110,173,72
1833,1043,1333,None,3,88,175,130
1834,1044,1299,None,3,89,157,198
1835,1045,1011,None,3,107,177,76
1836,1046,695,None,3,6,134,183
1837,1046,1053,None,3,109,177,60
1838,1046,1114,None,3,112,176,50
1839,1047,199,None,3,29,21,37
1840,1047,379,None,3,64,67,131
1841,1048,41,None,3,89,138,70
1842,1048,1360,None,3,103,111,95
1843,1049,271,None,3,105,182,116
1844,1049,1100,None,3,113,173,47
1845,1051,17,None,3,109,185,101
1846,1051,1156,None,3,110,188,78
1847,1052,531,None,3,107,168,67
1848,1052,621,None,3,105,178,96
1849,1053,1307,None,3,91,91,72
1850,1054,469,None,3,107,184,103
1851,1054,550,None,3,105,175,109
1852,1054,1092,None,3,110,177,64
1853,1055,298,None,3,90,151,86
1854,1055,1242,None,3,116,44,151
1855,1056,507,None,3,98,182,142
1856,1056,571,None,3,90,85,115
1857,1056,1185,None,3,35,100,193
1858,1058,233,None,3,66,65,106
1859,1058,1356,None,3,84,114,153
1860,1059,1322,None,3,82,128,96
1861,1060,73,None,3,44,79,112
1862,1060,146,None,3,76,148,93
1863,1061,249,None,3,107,166,85
1864,1061,1075,None,3,101,149,56
1865,1061,1270,None,3,104,130,216
1866,1062,429,None,3,91,57,68
1867,1062,461,None,3,108,172,83
1868,1062,1349,None,3,99,167,129
1869,1063,1253,None,3,112,187,78
1870,1064,491,None,3,99,178,138
1871,1064,1015,None,3,110,185,72
1872,1065,2038,None,3,90,147,69
1873,1066,1355,None,3,86,143,158
1874,1067,292,None,3,84,118,104
1875,1067,1341,None,3,90,185,217
1876,1068,1038,None,3,0,0,255
1877,1070,122,None,3,81,132,89
1878,1071,70,None,3,117,95,211
1879,1072,313,None,3,102,147,76
1880,1072,385,None,3,113,91,224
1881,1072,425,None,3,8,84,166
1882,1072,1185,None,3,103,170,82
1883,1073,1271,None,3,107,147,64
1884,1075,325,None,3,96,150,109
1885,1076,647,None,3,111,179,53
1886,1077,489,None,3,108,182,84
1887,1077,543,None,3,108,168,70
1888,1077,1499,None,3,97,153,67
1889,1078,296,None,3,108,172,89
1890,1078,589,None,3,111,184,86
1891,1079,242,None,3,91,107,170
1892,1082,516,None,3,99,85,118
1893,1083,341,None,3,107,173,74
1894,1084,80,None,3,81,64,135
1895,1084,134,None,3,96,151,85
1896,1084,1000,None,3,109,178,58
1897,1084,1498,None,3,93,142,85
1898,1086,427,None,3,84,166,106
1899,1086,438,None,3,97,168,110
1900,1086,563,None,3,95,161,121
1901,1088,1220,None,3,112,181,72
1902,1089,1073,None,3,109,177,72
1903,1090,4,None,3,83,131,86
1904,1090,273,None,3,87,135,81
1905,1090,1173,None,3,78,86,173
1906,1090,2042,None,3,71,103,224
1907,1093,1061,None,3,111,173,56
1908,1093,2025,None,3,109,178,92
1909,1095,91,None,3,95,151,80
1910,1095,2046,None,3,106,151,203
1911,1097,417,None,3,109,166,87
1912,1099,455,None,3,49,27,153
1913,1099,646,None,3,111,192,82
1914,1100,433,None,3,110,178,89
1915,1101,459,None,3,30,90,177
1916,1101,1128,None,3,110,191,73
1917,1101,1468,None,3,74,95,161
1918,1101,1478,None,3,103,132,145
1919,1102,41,None,3,63,63,125
1920,1102,269,None,3,89,158,87
1921,1102,1837,None,3,106,193,124
1922,1103,1136,None,3,107,187,96
1923,1104,555,None,3,105,173,61
1924,1105,595,None,3,108,172,52
1925,1106,308,None,3,109,172,69
1926,1106,1025,None,3,108,186,72
1927,1108,101,None,3,106,64,239
1928,1108,514,None,3,106,172,75
1929,1108,1847,None,3,105,169,110
1930,1109,442,None,3,107,177,85
1931,1110,275,None,3,87,141,54
1932,1110,1807,None,3,89,172,186
1933,1111,0,None,3,52,104,91
1934,1111,347,None,3,77,177,133
1935,1112,399,None,3,94,120,157
1936,1112,545,None,3,100,172,75
1937,1112,1830,None,3,110,176,85
1938,1113,152,None,3,90,174,96
1939,1113,907,None,3,105,159,102
1940,1113,1039,None,3,103,133,207
1941,1113,1465,None,3,107,193,143
1942,1114,1856,None,3,175,114,186
1943,1115,262,None,3,98,166,70
1944,1115,416,None,3,81,69,156
1945,1115,450,None,3,111,172,69
1946,1115,1453,None,3,106,164,68
1947,1116,143,None,3,103,164,62
1948,1116,500,None,3,108,179,74
1949,1116,1561,None,3,103,145,72
1950,1117,914,None,3,86,165,126
1951,1118,924,None,3,98,136,115
1952,1120,1526,None,3,107,173,84
1953,1121,886,None,3,89,165,96
1954,1123,337,None,3,99,141,80
1955,1123,1211,None,3,111,178,70
1956,1123,1231,None,3,104,157,57
1957,1124,44,None,3,94,140,154
1958,1124,256,None,3,99,161,77
1959,1124,512,None,3,103,189,133
1960,1124,929,None,3,92,168,109
1961,1125,314,None,3,105,142,55
1962,1125,1199,None,3,109,172,71
1963,1125,1806,None,3,101,97,203
1964,1126,23,None,3,40,58,106
1965,1126,1465,None,3,102,187,145
1966,1127,61,None,3,90,150,95
1967,1127,549,None,3,101,153,54
1968,1127,1555,None,3,106,153,103
1969,1128,7,None,3,107,174,79
1970,1128,481,None,3,105,153,108
1971,1128,933,None,3,74,148,122
1972,1128,1145,None,3,89,113,157
1973,1129,972,None,3,97,162,93
1974,1130,1048,None,3,97,155,78
1975,1131,85,None,3,98,85,115
1976,1131,329,None,3,95,141,77
1977,1131,381,None,3,109,179,89
1978,1131,885,None,3,134,33,168
1979,1131,937,None,3,92,167,109
1980,1132,908,None,3,48,47,147
1981,1132,955,None,3,79,139,94
1982,1133,1443,None,3,106,180,93
1983,1134,261,None,3,88,151,102
1984,1134,922,None,3,78,139,141
1985,1134,1185,None,3,110,181,75
1986,1135,321,None,3,82,148,84
1987,1136,68,None,3,101,162,86
1988,1136,1875,None,3,0,0,255
1989,1137,914,None,3,91,130,98
1990,1138,81,None,3,88,129,85
1991,1138,870,None,3,91,178,188
1992,1138,906,None,3,100,163,119
1993,1138,942,None,3,103,173,91
1994,1138,1127,None,3,43,92,188
1995,1138,1510,None,3,97,79,147
1996,1138,1732,None,3,108,168,59
1997,1139,249,None,3,88,169,102
1998,1141,1142,None,3,105,150,83
1999,1142,279,None,3,108,40,160
2000,1142,534,None,3,107,179,79
2001,1142,1167,None,3,112,179,66
2002,1143,71,None,3,101,171,67
2003,1143,871,None,3,74,151,179
2004,1143,1180,None,3,111,162,48
2005,1143,1539,None,3,170,105,198
2006,1144,463,None,3,92,174,115
2007,1144,999,None,3,86,168,133
2008,1145,31,None,3,71,73,121
2009,1145,939,None,3,102,176,138
2010,1145,1817,None,3,111,179,91
2011,1146,956,None,3,109,184,132
2012,1147,1859,None,3,104,146,109
2013,1148,774,None,3,64,26,248
2014,1148,2042,None,3,87,138,84
2015,1149,745,None,3,95,158,75
2016,1149,986,None,3,87,122,60
2017,1149,1774,None,3,100,173,120
2018,1150,4,None,3,19,70,148
2019,1150,874,None,3,99,141,135
2020,1150,891,None,3,93,147,120
2021,1151,318,None,3,90,154,96
2022,1151,906,None,3,90,129,104
2023,1151,978,None,3,92,135,59
2024,1152,305,None,3,108,168,63
2025,1152,475,None,3,28,84,182
2026,1152,1170,None,3,97,140,53
2027,1153,245,None,3,91,142,94
2028,1153,736,None,3,73,180,211
2029,1154,865,None,3,75,182,169
2030,1156,743,None,3,83,156,116
2031,1156,1515,None,3,106,183,105
2032,1156,1621,None,3,141,151,135
2033,1157,1084,None,3,71,58,206
2034,1157,1737,None,3,109,173,92
2035,1158,294,None,3,96,152,67
2036,1158,321,None,3,91,166,107
2037,1158,335,None,3,107,171,103
2038,1159,1001,None,3,110,169,85
2039,1159,1462,None,3,97,131,76
2040,1160,876,None,3,99,157,125
2041,1160,901,None,3,86,138,108
2042,1161,929,None,3,88,110,255
2043,1161,1200,None,3,112,172,48
2044,1161,1446,None,3,109,168,62
2045,1161,1751,None,3,173,142,155
2046,1161,1802,None,3,107,180,106
2047,1161,1843,None,3,98,153,102
2048,1162,794,None,3,88,168,120
2049,1163,451,None,3,99,157,75
2050,1164,784,None,3,85,161,152
2051,1164,945,None,3,97,162,125
2052,1164,1094,None,3,93,125,103
2053,1165,224,None,3,94,134,82
2054,1165,1108,None,3,107,151,86
2055,1165,1498,None,3,109,177,88
2056,1167,799,None,3,91,172,145
2057,1167,911,None,3,86,148,134
2058,1167,1011,None,3,106,128,148
2059,1167,1524,None,3,110,169,95
2060,1168,887,None,3,96,142,81
2061,1168,931,None,3,99,143,167
2062,1168,1800,None,3,107,172,103
2063,1169,1160,None,3,113,175,49
2064,1170,1001,None,3,95,127,95
2065,1170,1023,None,3,78,51,146
2066,1170,1854,None,3,101,166,110
2067,1170,1902,None,3,112,174,72
2068,1170,1912,None,3,111,180,83
2069,1171,883,None,3,102,164,118
2070,1172,861,None,3,76,163,106
2071,1172,1736,None,3,138,91,162
2072,1174,249,None,3,93,109,134
2073,1174,739,None,3,77,157,202
2074,1174,773,None,3,73,79,141
2075,1175,148,None,3,104,174,76
2076,1175,226,None,3,92,137,83
2077,1175,895,None,3,95,155,106
2078,1175,1108,None,3,104,117,223
2079,1176,38,None,3,97,56,146
2080,1176,267,None,3,83,99,106
2081,1176,441,None,3,90,154,102
2082,1176,1024,None,3,74,103,220
2083,1177,6,None,3,100,168,76
2084,1177,727,None,3,83,108,153
2085,1177,1770,None,3,139,61,76
2086,1179,301,None,3,95,144,81
2087,1179,936,None,3,82,176,141
2088,1179,1167,None,3,109,178,58
2089,1180,794,None,3,86,135,134
2090,1181,1190,None,3,102,177,131
2091,1182,173,None,3,103,171,73
2092,1182,451,None,3,98,152,85
2093,1182,541,None,3,102,166,52
2094,1182,772,None,3,78,113,137
2095,1182,1499,None,3,109,176,98
2096,1183,125,None,3,83,88,176
2097,1183,182,None,3,110,181,72
2098,1183,803,None,3,86,145,96
2099,1183,895,None,3,90,159,103
2100,1183,1806,None,3,176,127,149
2101,1183,1873,None,3,109,164,103
2102,1184,406,None,3,92,167,97
2103,1185,885,None,3,96,149,98
2104,1185,1792,None,3,110,152,117
2105,1186,221,None,3,54,87,162
2106,1186,797,None,3,97,62,105
2107,1186,1696,None,3,105,166,90
2108,1187,1021,None,3,94,61,207
2109,1188,332,None,3,108,165,67
2110,1188,754,None,3,94,158,129
2111,1188,988,None,3,91,124,68
2112,1188,1523,None,3,107,189,82
2113,1189,727,None,3,101,43,209
2114,1189,764,None,3,94,155,100
2115,1190,403,None,3,80,128,108
2116,1190,925,None,3,93,142,141
2117,1190,1513,None,3,110,196,100
2118,1190,1912,None,3,109,171,83
2119,1191,897,None,3,92,175,110
2120,1191,1884,None,3,89,85,178
2121,1192,43,None,3,109,176,94
2122,1192,1843,None,3,108,174,113
2123,1193,239,None,3,91,157,112
2124,1193,292,None,3,102,169,99
2125,1193,877,None,3,97,158,89
2126,1193,1099,None,3,110,168,79
2127,1193,1790,None,3,147,75,159
2128,1194,173,None,3,109,180,83
2129,1194,189,None,3,106,185,110
2130,1194,207,None,3,106,166,69
2131,1195,918,None,3,94,133,131
2132,1195,1053,None,3,89,151,90
2133,1195,1764,None,3,175,141,199
2134,1196,931,None,3,91,178,153
2135,1196,1792,None,3,103,119,181
2136,1197,411,None,3,80,57,120
2137,1197,753,None,3,97,168,144
2138,1197,1185,None,3,107,161,53
2139,1197,1698,None,3,104,179,117
2140,1197,1802,None,3,96,125,74
2141,1197,2030,None,3,104,171,90
2142,1198,293,None,3,96,153,118
2143,1198,740,None,3,96,159,107
2144,1198,1947,None,3,98,168,100
2145,1199,1455,None,3,110,177,72
2146,1199,1511,None,3,106,172,75
2147,1200,715,None,3,98,159,99
2148,1201,722,None,3,83,167,147
2149,1201,1924,None,3,110,169,72
2150,1202,911,None,3,80,154,81
2151,1202,1914,None,3,105,169,82
2152,1203,702,None,3,39,79,166
2153,1203,886,None,3,91,155,105
2154,1204,775,None,3,94,153,115
2155,1205,692,None,3,108,157,67
2156,1206,388,None,3,103,173,85
2157,1207,243,None,3,86,157,102
2158,1207,313,None,3,91,156,117
2159,1209,257,None,3,106,167,76
2160,1209,724,None,3,109,174,90
2161,1209,1013,None,3,104,72,155
2162,1210,1504,None,3,102,167,86
2163,1210,1838,None,3,110,169,94
2164,1211,294,None,3,97,127,64
2165,1212,797,None,3,87,143,73
2166,1212,1175,None,3,111,180,62
2167,1213,350,None,3,99,149,89
2168,1215,78,None,3,105,189,116
2169,1215,338,None,3,93,143,75
2170,1215,1436,None,3,3,107,232
2171,1218,278,None,3,100,155,80
2172,1218,773,None,3,89,143,98
2173,1218,1050,None,3,101,180,148
2174,1218,1817,None,3,107,166,105
2175,1219,390,None,3,110,175,65
2176,1219,1009,None,3,93,160,104
2177,1220,179,None,3,103,170,78
2178,1221,699,None,3,88,97,179
2179,1222,1457,None,3,98,154,86
2180,1223,239,None,3,100,170,96
2181,1223,1031,None,3,91,145,90
2182,1223,1474,None,3,106,167,84
2183,1223,1948,None,3,174,123,173
2184,1224,325,None,3,95,193,135
2185,1224,1514,None,3,109,165,63
2186,1225,295,None,3,76,132,119
2187,1225,789,None,3,87,179,122
2188,1225,1389,None,3,109,181,83
2189,1225,1397,None,3,106,196,128
2190,1227,779,None,3,95,148,106
2191,1228,449,None,3,106,162,52
2192,1229,983,None,3,85,98,175
2193,1230,297,None,3,84,139,119
2194,1230,1502,None,3,108,183,93
2195,1230,1837,None,3,97,132,73
2196,1230,1948,None,3,11,81,185
2197,1231,331,None,3,108,36,226
2198,1231,345,None,3,106,82,187
2199,1232,713,None,3,91,92,75
2200,1233,316,None,3,109,172,75
2201,1233,400,None,3,106,173,74
2202,1233,1428,None,3,92,119,69
2203,1234,73,None,3,99,172,133
2204,1234,751,None,3,105,178,110
2205,1235,1644,None,3,110,195,121
2206,1236,772,None,3,91,140,93
2207,1237,413,None,3,111,169,58
2208,1237,1363,None,3,89,102,216
2209,1238,285,None,3,83,132,77
2210,1238,765,None,3,95,190,178
2211,1239,76,None,3,111,171,93
2212,1240,465,None,3,92,135,128
2213,1240,1372,None,3,110,168,82
2214,1240,1474,None,3,103,166,81
2215,1240,1635,None,3,109,173,77
2216,1241,220,None,3,94,156,70
2217,1241,1929,None,3,91,145,105
2218,1242,14,None,3,107,161,146
2219,1242,271,None,3,83,155,109
2220,1245,1122,None,3,94,142,53
2221,1245,1872,None,3,102,171,126
2222,1246,68,None,3,92,123,91
2223,1246,314,None,3,98,116,85
2224,1246,745,None,3,96,157,82
2225,1247,1404,None,3,132,59,147
2226,1249,542,None,3,105,176,90
2227,1249,1081,None,3,110,183,107
2228,1249,1351,None,3,109,163,76
2229,1250,217,None,3,100,173,107
2230,1250,671,None,3,106,182,110
2231,1250,1622,None,3,116,72,212
2232,1252,336,None,3,86,142,93
2233,1252,1411,None,3,127,63,140
2234,1253,1426,None,3,107,186,127
2235,1254,395,None,3,87,86,114
2236,1254,461,None,3,96,57,158
2237,1254,1947,None,3,110,190,98
2238,1255,751,None,3,106,172,110
2239,1256,237,None,3,95,151,61
2240,1256,1074,None,3,75,42,154
2241,1257,1372,None,3,103,191,148
2242,1259,1314,None,3,103,162,58
2243,1259,1903,None,3,98,160,96
2244,1260,13,None,3,103,157,183
2245,1260,277,None,3,95,138,72
2246,1260,328,None,3,88,162,159
2247,1260,1056,None,3,108,182,95
2248,1260,1469,None,3,102,179,121
2249,1261,754,None,3,104,171,94
2250,1261,1345,None,3,106,186,98
2251,1262,1418,None,3,75,139,164
2252,1265,265,None,3,82,124,173
2253,1265,1502,None,3,108,121,201
2254,1266,235,None,3,83,136,83
2255,1266,736,None,3,97,143,112
2256,1266,1611,None,3,112,151,128
2257,1268,7,None,3,50,45,182
2258,1268,311,None,3,80,84,121
2259,1269,80,None,3,94,174,94
2260,1269,383,None,3,95,132,79
2261,1269,741,None,3,94,163,139
2262,1271,1405,None,3,73,120,194
2263,1272,263,None,3,82,164,122
2264,1272,553,None,3,75,121,91
2265,1272,1326,None,3,99,142,75
2266,1273,239,None,3,42,87,164
2267,1273,663,None,3,105,184,113
2268,1274,499,None,3,108,172,100
2269,1274,1338,None,3,104,195,174
2270,1274,1607,None,3,108,192,120
2271,1275,277,None,3,107,161,95
2272,1275,1631,None,3,94,40,217
2273,1276,1445,None,3,100,162,114
2274,1277,229,None,3,100,152,93
2275,1277,711,None,3,103,168,77
2276,1278,1613,None,3,106,146,132
2277,1280,396,None,3,94,146,85
2278,1280,759,None,3,105,181,102
2279,1281,160,None,3,107,180,98
2280,1282,419,None,3,88,154,121
2281,1282,1432,None,3,104,120,159
2282,1282,1675,None,3,79,55,195
2283,1283,727,None,3,107,177,80
2284,1283,1458,None,3,105,154,70
2285,1284,310,None,3,105,172,106
2286,1284,551,None,3,88,99,68
2287,1284,735,None,3,98,147,61
2288,1284,747,None,3,96,47,111
2289,1284,1332,None,3,30,83,199
2290,1285,134,None,3,106,174,91
2291,1285,282,None,3,109,171,94
2292,1285,1394,None,3,113,127,157
2293,1286,322,None,3,102,180,141
2294,1286,368,None,3,92,134,80
2295,1286,1425,None,3,109,165,108
2296,1286,1493,None,3,78,154,131
2297,1287,1400,None,3,5,111,206
2298,1288,1502,None,3,136,107,187
2299,1289,1362,None,3,102,178,100
2300,1289,1384,None,3,100,161,82
2301,1290,1450,None,3,113,163,73
2302,1291,1468,None,3,112,158,72
2303,1292,305,None,3,69,55,123
2304,1292,345,None,3,96,157,84
2305,1292,393,None,3,97,168,94
2306,1293,580,None,3,91,154,82
2307,1294,355,None,3,94,162,86
2308,1295,100,None,3,96,161,91
2309,1296,663,None,3,105,161,126
2310,1297,136,None,3,85,145,139
2311,1297,383,None,3,88,158,120
2312,1297,687,None,3,104,176,101
2313,1298,0,None,3,89,74,82
2314,1299,403,None,3,105,188,121
2315,1299,1616,None,3,111,173,83
2316,1300,1369,None,3,86,144,114
2317,1301,164,None,3,108,175,103
2318,1301,385,None,3,95,160,112
2319,1301,1344,None,3,101,56,186
2320,1301,1357,None,3,98,160,111
2321,1301,1377,None,3,108,187,161
2322,1302,370,None,3,101,174,109
2323,1302,1503,None,3,110,184,89
2324,1302,1692,None,3,72,77,100
2325,1303,505,None,3,92,157,159
2326,1303,653,None,3,98,115,53
2327,1303,691,None,3,107,176,78
2328,1303,1400,None,3,14,105,221
2329,1304,327,None,3,83,148,92
2330,1304,530,None,3,101,159,114
2331,1304,1348,None,3,120,137,107
2332,1307,233,None,3,107,181,118
2333,1308,453,None,3,77,158,120
2334,1308,589,None,3,93,162,83
2335,1308,1373,None,3,108,182,99
2336,1308,1440,None,3,111,167,90
2337,1309,375,None,3,102,193,132
2338,1309,1484,None,3,90,93,117
2339,1310,491,None,3,99,156,76
2340,1310,1343,None,3,95,75,137
2341,1311,516,None,3,84,106,101
2342,1312,286,None,3,98,148,99
2343,1312,1694,None,3,99,164,74
2344,1314,229,None,3,90,140,131
2345,1314,1657,None,3,141,120,165
2346,1315,359,None,3,103,152,61
2347,1316,655,None,3,71,72,171
2348,1317,113,None,3,96,151,64
2349,1317,527,None,3,103,157,130
2350,1317,1448,None,3,112,167,85
2351,1318,332,None,3,108,194,109
2352,1318,731,None,3,108,183,132
2353,1319,241,None,3,106,52,121
2354,1319,721,None,3,100,175,84
2355,1320,191,None,3,101,174,111
2356,1321,150,None,3,83,132,60
2357,1322,444,None,3,108,169,100
2358,1323,175,None,3,17,93,169
2359,1325,514,None,3,111,169,64
2360,1327,493,None,3,91,149,66
2361,1328,164,None,3,91,135,73
2362,1329,458,None,3,104,161,66
2363,1330,442,None,3,29,57,132
2364,1330,508,None,3,112,172,55
2365,1333,469,None,3,99,157,63
2366,1334,321,None,3,105,176,102
2367,1334,561,None,3,92,188,149
2368,1335,1485,None,3,107,184,89
2369,1337,189,None,3,98,141,84
2370,1337,211,None,3,101,151,106
2371,1339,1438,None,3,108,174,84
2372,1340,162,None,3,62,57,130
2373,1342,755,None,3,91,96,148
2374,1344,439,None,3,86,164,74
2375,1344,561,None,3,89,162,81
2376,1345,1495,None,3,100,161,78
2377,1346,332,None,3,95,95,129
2378,1346,567,None,3,96,145,62
2379,1347,13,None,3,14,78,102
2380,1347,682,None,3,103,176,89
2381,1347,1445,None,3,95,143,81
2382,1349,627,None,3,108,177,68
2383,1349,1428,None,3,107,189,92
2384,1349,1483,None,3,109,191,133
2385,1349,1492,None,3,100,146,72
2386,1351,235,None,3,99,85,175
2387,1352,1524,None,3,105,188,146
2388,1354,756,None,3,104,189,153
2389,1356,1516,None,3,108,169,77
2390,1357,1501,None,3,110,170,83
2391,1358,196,None,3,99,127,88
2392,1359,673,None,3,108,176,87
2393,1361,207,None,3,97,44,134
2394,1363,1494,None,3,83,152,95
2395,1364,316,None,3,103,172,142
2396,1364,754,None,3,103,172,86
2397,1366,184,None,3,102,193,173
2398,1366,243,None,3,105,170,80
2399,1367,290,None,3,100,209,191
2400,1367,1461,None,3,102,170,139
2401,1368,1472,None,3,137,65,204
2402,1371,1409,None,3,99,158,89
2403,1372,546,None,3,102,91,135
2404,1373,681,None,3,96,159,91
2405,1373,1450,None,3,99,142,141
2406,1373,1543,None,3,74,140,108
